Product,Gender,Accords,Description,AdditionalInfo,TopNotes,MiddleNotes,BaseNotes,love,like,ok,dislike,hate,winter,spring,summer,fall,day,night,,
L'amour Eternel Maissa Parfums,women and men,"fruity (100%), sweet (93.3747%), musky (84.1567%), tropical (76.0908%), citrus (71.4816%), amber (70.3295%), powdery (67.1604%), floral (56.2143%), soft spicy (47.2839%), fresh spicy (44.4032%)","L'amour Eternel by Maissa Parfums is a Floral Fruity fragrance for women and men. This is a new fragrance. L'amour Eternel was launched in 2023. The nose behind this fragrance is Sofia Bardelli. Top notes are Mango, Bergamot, Baie Rose, Apricot, Nectarine, Peach and Mandarin Orange; middle notes are Magnolia, Jasmine Sambac, Gardenia and Violet; base notes are Ambroxan, White Musk, Madagascar Vanilla, Caramel, Cedar and Honey.","L'amour Eternel by Maissa Paris, a scented embrace that transcends time. The timeless elegance of a fragrance with fruity notes of peach, nectarine, mango, and pink peppercorns intertwines with the floral notes of jasmine sambac, gardenia, and magnolia, creating a fresh, sensual, and enchanting olfactive symphony. Like a gentle melody, this perfume unveils the eternity of a passion, an unbreakable family bond. Let yourself be carried away by ""L'amour Eternel"" and dive into endless love.","Mango, Bergamot, Baie Rose, Apricot, Nectarine, Peach, Mandarin Orange","Magnolia, Jasmine Sambac, Gardenia, Violet","Ambroxan, White Musk, Madagascar Vanilla, Caramel, Cedar, Honey",100,40,6.66667,0,33.3333,90.9091,81.8182,36.3636,100,90.9091,72.7273,,
Ocean Nabeel,women and men,"aquatic (100%), ozonic (92.4708%), marine (69.6803%), floral (58.8952%), fresh (56.4534%), fruity (51.9768%), rose (50.1453%), salty (47.5002%), amber (46.6861%), animalic (45.465%)","Ocean by Nabeel is a fragrance for women and men. This is a new fragrance. Ocean was launched in 2023. Top notes are Ozonic notes, Marine notes, Watery Notes, Violet Leaves, Lemon, Apple, Pineapple, Black Currant, Coconut, Spices, Bergamot, Mandarin Orange, Bitter Orange, Lime, Strawberry, Raspberry, Cherry, Grapefruit, Pink Pepper, Plum, Green Notes, Clary Sage, Cardamom and Ginger; middle notes are Rose, Lotus, Cyclamen, Driftwood, Cedar, Vanilla, Orchid, Iris, Jasmine, Lily of the Valley, Saffron, Vetiver, Cashmere Wood, Sandalwood and Fir; base notes are Ambergris, Musk, White Musk, Amber, Vanilla, Tonka Bean, Patchouli, Agarwood, Vetiver, Honey, Precious Woods, Sandalwood, Immortelle, Benzoin, Siam and Oud.","Inspired by the wonders of the ocean, this fragrance starts with fresh notes of mandarin and pink pepper. It then blooms into a heart of vetiver, cashmere, sandal, and iris, to end with a soft and warm amber, musk, patchouli, and vanilla. The floral heart is rich and opulent, while the musky base adds depth, giving this perfume its signature woody feel.
 
The fragrance is ready to set sail in a conical black bottle crowned with a silver ship. This is enveloped in a black and metallic-gilded box, accented with silver waves.
Top notes: Fresh Notes, Mandarin, Pink Pepper, Lemon, Bitter Orange, Aquatic Notes, Coconut, Violet Leaves, Spicy Notes, Ozonic Notes, Lime, Marine Note, Apple, Pineapple, Blackcurrant, Strawberry, Raspberry, Cherry, Plum, Green Note, Bergamot, Clary Sage, Grapefruit, Cardamom, Ginger
Middle notes: Lotus Flower, Rose, Driftwood, Orchid, Iris, Jasmine, Lily Of The Valley, Saffron, Cedarwood, Vetiver, Cashmere, Sandal, Vanilla Berries, Iris, Jasmine, Fir, Cyclamen

Base notes: Amber, Musk, Tonka Bean, Agarwood, Patchouli, Vetiver, Honey, Tonka, Vanilla, Benzoin Siam, Ambergris, Precious Woods, Immortelle, Oudh, White Musk, Sandalwood
Available as a 100ml Eau de Parfum.","Ozonic notes, Marine notes, Watery Notes, Violet Leaves, Lemon, Apple, Pineapple, Black Currant, Coconut, Spices, Bergamot, Mandarin Orange, Bitter Orange, Lime, Strawberry, Raspberry, Cherry, Grapefruit, Pink Pepper, Plum, Green Notes, Clary Sage, Cardamom, Ginger","Rose, Lotus, Cyclamen, Driftwood, Cedar, Vanilla, Orchid, Iris, Jasmine, Lily of the Valley, Saffron, Vetiver, Cashmere Wood, Sandalwood, Fir","Ambergris, Musk, White Musk, Amber, Vanilla, Tonka Bean, Patchouli, Agarwood, Vetiver, Honey, Precious Woods, Sandalwood, Immortelle, Benzoin, Siam, Oud",100,91.6667,33.3333,0,8.33333,11.7647,94.1176,100,17.6471,64.7059,41.1765,,
Kaszebsczi Mech PerfumeCraft,women and men,"citrus (100%), mossy (98.3331%), green (86.0001%), woody (79.8331%), earthy (77.8331%), fresh (69.9997%), musky (67.5001%), fresh spicy (67%), tobacco (53.3331%), powdery (51.8333%)","Kaszebsczi Mech by PerfumeCraft is a Chypre fragrance for women and men. This is a new fragrance. Kaszebsczi Mech was launched in 2023. The nose behind this fragrance is Bogdan Wojcik. Top notes are Grapefruit, Bergamot, Lemon, Conifer and Orange; middle notes are Grass, Tobacco, Forest Flowers Notes, Black Pepper and Leather; base notes are Oakmoss, Musk, Woody Notes and Animal notes.",Not Found,"Grapefruit, Bergamot, Lemon, Conifer, Orange","Grass, Tobacco, Forest Flowers Notes, Black Pepper, Leather","Oakmoss, Musk, Woody Notes, Animal notes",100,32.4324,8.10811,8.10811,0,43.3333,100,96.6667,80,100,26.6667,,
Mexican Cactus History Parfums,women and men,"green (100%), tropical (66.4312%), fruity (59.1451%), citrus (56.0224%), aromatic (50.5578%), powdery (49.5168%), woody (45.3531%), fresh (45.0931%), lactonic (44.0521%)","Mexican Cactus by History Parfums is a fragrance for women and men. This is a new fragrance. Mexican Cactus was launched in 2023. Top notes are Tropical Fruits, Bergamot and Milk; middle notes are Cactus, Green Notes and Jasmine; base notes are Vetiver, Powdery Notes, Musk and Metallic notes.","Mexican Cactus was domesticated over 9 thousand years ago. Along with maguey, corn and beans, cactus was consumed as a main food of the Chichimeca groups. They called it nohpalli, a Nahuatl voice that became nopal upon the arrival of the Spaniards. The most common variety of edible cactus is Nopales. In the upper part of the stalks of Nopales, you will find red, purple and yellow flowers along with the prickly pear, which is a delicious fruit with crunchy seeds. Mexican Cactus is a fruity musky scent starts with Tropical Exotic fruits and Bergamot. Blended uniquely with Cactus and Weed. Slowly turns into Metallic powdery scent mixed with Green Notes and Jasmine. At the final phase of the scent, you can distinctively notice the Powdery Notes, Musk and Vetiver.
FRAGRANCE NOTES
TROPICAL FRUITS ??BERGAMOT??LACTONIC
CACTUS ??WEED ??GREEN NOTES ??JASMINE
METALLIC NOTES ??POWDERY NOTES ??MUSK ??VETIVER","Tropical Fruits, Bergamot, Milk","Cactus, Green Notes, Jasmine","Vetiver, Powdery Notes, Musk, Metallic notes",100,58.8235,29.4118,29.4118,5.88235,31.5789,100,89.4737,47.3684,84.2105,42.1053,,
The Matcha Solinotes,women and men,"powdery (100%), citrus (85.6987%), green (80.1791%), musky (65.1254%), woody (63.1183%), fresh spicy (55.0894%), aromatic (49.5698%), amber (49.0682%)","The Matcha by Solinotes is a fragrance for women and men. This is a new fragrance. The Matcha was launched in 2023. The nose behind this fragrance is Pierre Flores. Top notes are Bergamot, Cardamom and Citron; middle notes are Matcha Tea, Cashmere Wood and Rose; base notes are Musk, Sandalwood and White Amber.",Not Found,"Bergamot, Cardamom, Citron","Matcha Tea, Cashmere Wood, Rose","Musk, Sandalwood, White Amber",58.3333,100,33.3333,16.6667,8.33333,23.0769,100,46.1538,46.1538,61.5385,23.0769,,
Lentezza Carezza Filippo Sorcinelli,women and men,"green (100%), amber (91.9302%), vanilla (83.4851%), warm spicy (60.0266%), woody (58.7132%), powdery (52.52%), balsamic (52.4263%), sweet (52.3323%), aromatic (51.7696%), citrus (50.6434%)","Lentezza Carezza by Filippo Sorcinelli is a Amber Floral fragrance for women and men. This is a new fragrance. Lentezza Carezza was launched in 2023. The nose behind this fragrance is Filippo Sorcinelli. Top notes are Myrrh, prickly pear, Bergamot and Orange; middle notes are Green Accord, Cedarwood, Cyclamen and Jasmine; base notes are Vanilla, Benzoin, Tonka Bean, Musk and Sandalwood.","I would like to get dirty slowly,
precious useless angel
slow sun fire
where the water rests with me
and caress the song of the skin.
A watch made of honey
with the hours marked by a warm wind
shadows of cicadas
silence of the prickly pear
in an orange
that stings the loneliness.
What does it mean today: ""there is no hurry""?
In the obsession of the speed paradoxically the cognition of the time is lost. Here then the desire to stop to recognize and build the solitude of a sunny afternoon.
Slowness then becomes a necessary Caress, almost like boredom, to sink into the limits of silence and continue to listen to life in a way that has now become unknown.
Relying on the arms of a wind without running, which moves the earth burned by memories, is a courage of few, because bathing in this value revolutionizes and repairs.
Lentezza Carezza is a summer smell where loving each other becomes a tool for addressing others with new eyes and a reconstructed soul.
A perfume that transforms the perception of remaining motionless, becoming ¬´a new form of resistance, in a world where everything is too fast. And where the greatest power is to decide what to do with one's time¬ª, as Sep√πlveda says.","Myrrh, prickly pear, Bergamot, Orange","Green Accord, Cedarwood, Cyclamen, Jasmine","Vanilla, Benzoin, Tonka Bean, Musk, Sandalwood",100,100,18.5185,18.5185,48.1481,47.619,95.2381,100,66.6667,92.8571,57.1429,,
Love Triumphs Over War Argos,women and men,"fruity (100%), warm spicy (89.2814%), rose (77.6879%), woody (72.4378%), sweet (68.5003%), powdery (63.4687%), citrus (62.1562%), violet (60.6252%), iris (56.2502%), fresh spicy (53.1877%)","Love Triumphs Over War by Argos is a Amber Floral fragrance for women and men. This is a new fragrance. Love Triumphs Over War was launched in 2023. The nose behind this fragrance is Christian Petrovich. Top notes are Raspberry, Rose Petals, Black Currant, Bergamot, Orange, Lemon and Tuberose; middle notes are Clove, Iris, Violet, Geranium, Gardenia, Cinnamon and Ylang Ylang; base notes are Mysore Sandalwood, Cashmere Wood, Patchouli, White Musk, Vanilla and Amber.","""Amid the disarray of Vulcan's forge, the goddess of love stands in opposition to the god of war, whose dark, cold armor contrasts with her fair skin and warm, sensual form. Venus leans into her lover's embrace, who is frozen by the goddess's seductive yet tender gaze. Mars can no longer carry out his military campaigns. Venus removes his helmet, while mischievous putti caper his sword and shield.
""This enchanting fragrance symbolizes the triumph of love over war. Opening with Bright Bergamot, Orange, Lemon, Sweet Tuberose, Rose Petals, Raspberry, and Seductive Blackcurrant, Argos LOVE TRIUMPHS OVER WAR transitions into its Irresistible heart notes of Violet, Clove, Cinnamon Bark, Geranium, Gardenia, Iris, and Ylang Ylang. Base notes of Warming Amber, White Musk, Cashmere Wood, Mysore Sandalwood, Patchouli, and Vanilla produce a beautifully captivating and disarming fragrance."" -Brand website.","Raspberry, Rose Petals, Black Currant, Bergamot, Orange, Lemon, Tuberose","Clove, Iris, Violet, Geranium, Gardenia, Cinnamon, Ylang Ylang","Mysore Sandalwood, Cashmere Wood, Patchouli, White Musk, Vanilla, Amber",100,60,80,30,30,91.6667,100,16.6667,100,100,75,,
Apotheose Oriza L. Legrand,women and men,"woody (100%), amber (87.3277%), musky (81.2929%), camphor (78.5776%), rose (78.2758%), warm spicy (71.9396%), yellow floral (66.2067%), fresh spicy (63.1896%), powdery (55.6465%), aromatic (54.1381%)",Apotheose by Oriza L. Legrand is a Aromatic Spicy fragrance for women and men. This is a new fragrance. Apotheose was launched in 2023. Top notes are Eucalyptus and Pepper; middle notes are Rose and Ylang Ylang; base notes are Benzoin and Musk.,Not Found,"Eucalyptus, Pepper","Rose, Ylang Ylang","Benzoin, Musk",100,68.4211,26.3158,36.8421,5.26316,31.5789,100,73.6842,63.1579,63.1579,26.3158,,
Lavande Noire Laurent Mazzone Parfums,women and men,"amber (100%), lavender (65.9897%), musky (53.3933%), fresh spicy (49.7945%), smoky (47.635%), aromatic (47.0952%), powdery (46.8253%), warm spicy (46.1955%)","Lavande Noire by Laurent Mazzone Parfums is a fragrance for women and men. This is a new fragrance. Lavande Noire was launched in 2023. Top notes are Lavender, Incense and Rum; middle note is Amber; base notes are Musk and Frankincense.","A natural lavender, bursting with sunshine, like a walk through the fields.  A soothing trail that exalts the plant's herbal freshness and underlines its sweetness with notes of balsam. A hint of rum adds an addictive touch to the generous lavender. At the base, frankincense makes the blend vibrate, adding a kind of contemporary charm to this timeless scent.
Head Notes: Lavender,  Incense, Rum
Heart Notes: Gray Amber
Base Notes: Frankincense, Musk","Lavender, Incense, Rum",Amber,"Musk, Frankincense",100,69.5652,4.34783,8.69565,4.34783,71.4286,100,42.8571,80.9524,100,76.1905,,
Rondo Armaniano Giorgio Armani,women and men,"woody (100%), powdery (89.8745%), musky (73.1446%), warm spicy (64.7799%), patchouli (60.8176%), aromatic (55.975%), balsamic (52.2328%), vanilla (52.0127%), earthy (48.4907%), lavender (47.6103%)","Rondo Armaniano by Giorgio Armani is a Amber Fougere fragrance for women and men. This is a new fragrance. Rondo Armaniano was launched in 2023. The nose behind this fragrance is Anne Flipo. Top note is Lavender; middle notes are Sage and Rose; base notes are Sandalwood, Musk, Patchouli, Vanilla and Iris.","Inspired by Giorgio Armani?ôs colorful Priv√© SS23 collection, Rond√≤ Armaniano is a joyful blend of lavender, sweet rose and earthy iris.",Lavender,"Sage, Rose","Sandalwood, Musk, Patchouli, Vanilla, Iris",100,41.1765,11.7647,11.7647,23.5294,100,62.5,31.25,81.25,81.25,75,,
Private Key To My Life Armaf,women and men,"citrus (100%), fresh spicy (55.9015%), white floral (53.2447%), floral (51.2524%), sweet (50.4776%), rose (47.4888%), fruity (44.0575%)","Private Key To My Life by Armaf is a fragrance for women and men. This is a new fragrance. Private Key To My Life was launched in 2023. Private Key To My Life was created by Arturetto Landi and Ali Asgar Fakhruddin. Top notes are Pink Pepper, Grapefruit, Melon, Lime, Tangerine, Orange, Bergamot, Lemon, Black Pepper, Plum and Pineapple; middle notes are Rose, Lily of the Valley, White Flowers, Jasmine, Freesia, Magnolia and Geranium; base notes are White Musk, Woodsy Notes, Leather, Amber and Patchouli.","Eau De Parfum 105 ml
Kindling a scent within one thou Admire a Scent so Mysterious a Fragrance of Sire

An elegant signature that draws you in with its sparkling freshness coming from grapefruit, mandarin, tangerine, lime, lemon, bergamot & orange along with fruity nuances of juicy melon, pineapple, pears & plum.
Tingling spices of a combination of pink & black pepper add to the zing in the fresher top notes. The heart of this composition is a complex yet rich floral bouquet comprising of majestic white flowers such as lily of the valley, freesia, jasmine & magnolias. A mystical geranium rose weaves this opulent floral hear majestically into the powerful base of intensely rich accords of leather, patchouli, sophisticated woods, and crisp amber & white musks.","Pink Pepper, Grapefruit, Melon, Lime, Tangerine, Orange, Bergamot, Lemon, Black Pepper, Plum, Pineapple","Rose, Lily of the Valley, White Flowers, Jasmine, Freesia, Magnolia, Geranium","White Musk, Woodsy Notes, Leather, Amber, Patchouli",100,27.7778,16.6667,5.55556,27.7778,15.7895,89.4737,100,36.8421,84.2105,42.1053,,
Cubano Sulmona Essenza,women and men,"sweet (100%), warm spicy (84.6747%), rum (66.4496%), cacao (63.1361%), cinnamon (54.8522%), chocolate (53.1951%), alcohol (50.2959%), vanilla (50.2959%), amber (44.4969%)","Cubano by Sulmona Essenza is a fragrance for women and men. This is a new fragrance. Cubano was launched in 2023. Top notes are White Chocolate and Cinnamon; middle notes are Rum, Cacao and Liquor; base notes are Tonka Bean and Musk.","Cubano holds delicious and deep notes of chocolate, which melt in the liqueur and precious nuances of rum. Thus, the intimacy of an environment enveloped in an exclusive and mysterious atmosphere is recreated. A ritual for connoisseurs.","White Chocolate, Cinnamon","Rum, Cacao, Liquor","Tonka Bean, Musk",100,33.3333,11.1111,0,0,80,40,20,100,0,60,,
